,player_id,hand,dob,ioc,rank,points,wins,losses,total,name
217,105932,R,19920223,GEO,26,1663,139.0,155.0,294.0,Nikoloz Basilashvili
218,105933,L,19920223,ECU,335,143,9.0,10.0,19.0,Roberto Quiroz
219,105934,R,19920224,CHN,1155,6,1.0,2.0,3.0,Chuhan Wang
220,105936,R,19920227,SRB,47,1045,115.0,114.0,229.0,Filip Krajinovic
221,105943,R,19920305,ITA,193,317,3.0,15.0,18.0,Federico Gaio
222,105948,R,19920309,ARG,65,923,35.0,40.0,75.0,Federico Coria
223,105952,R,19920315,ARG,178,334,23.0,33.0,56.0,Renzo Olivo
224,105954,U,19920317,HUN,970,12,3.0,4.0,7.0,Peter Nagy
225,105960,L,19920325,USA,651,35,1.0,4.0,5.0,Evan King
226,105967,R,19920331,SUI,89,721,49.0,70.0,119.0,Henri Laaksonen
227,105985,R,19920426,BAR,529,60,27.0,16.0,43.0,Darian King
228,105992,R,19920507,USA,604,44,120.0,159.0,279.0,Ryan Harrison
229,106000,R,19920520,BIH,167,354,123.0,137.0,260.0,Damir Dzumhur
230,106005,R,19920523,FRA,174,343,1.0,6.0,7.0,Constant Lestienne
231,106006,R,19920524,ARG,884,15,0.0,4.0,4.0,Agustin Velotti
232,106021,R,19920616,ROU,1221,5,2.0,0.0,2.0,Dragos Dima
233,106026,R,19920704,IND,635,38,28.0,32.0,60.0,Yuki Bhambri
234,106031,R,19920724,USA,867,16,0.0,1.0,1.0,Raymond Sarmiento
235,106032,R,19920804,ARG,746,25,1.0,16.0,17.0,Facundo Arguello
236,106034,R,19920805,JPN,257,215,11.0,26.0,37.0,Yasutaka Uchiyama
237,106043,R,19920816,ARG,15,2595,230.0,177.0,407.0,Diego Schwartzman
238,106044,R,19920816,ARG,217,270,19.0,29.0,48.0,Nicolas Kicker
239,106045,R,19920817,USA,77,816,64.0,116.0,180.0,Denis Kudla
240,106058,R,19920924,USA,110,552,175.0,142.0,317.0,Jack Sock
241,106065,R,19920930,ITA,160,370,67.0,111.0,178.0,Marco Cecchinato
242,106071,R,19921021,AUS,431,92,186.0,185.0,371.0,Bernard Tomic
243,106072,R,19921027,RUS,331,149,2.0,4.0,6.0,Alexey Vatutin
244,106074,U,19921031,KOR,1148,6,0.0,1.0,1.0,Jung Woong Na
245,106075,R,19921104,SVK,220,264,21.0,44.0,65.0,Jozef Kovalik
246,106078,R,19921111,BLR,149,429,61.0,55.0,116.0,Egor Gerasimov
247,106085,R,19921119,IRI,1354,4,1.0,0.0,1.0,Hamid Reza Nadaf
248,106099,R,19921215,ITA,206,290,19.0,44.0,63.0,Salvatore Caruso
249,106105,R,19921231,BRA,889,15,1.0,14.0,15.0,Guilherme Clezar
250,106106,U,19930102,GEO,1248,5,1.0,6.0,7.0,George Tsivadze
251,106109,L,19930105,AUS,209,288,13.0,26.0,39.0,Alex Bolt
252,106110,R,19930107,SVK,182,326,2.0,9.0,11.0,Filip Horansky
253,106120,R,19930126,ESP,1085,8,3.0,3.0,6.0,Ricardo Ojeda Lara
254,106121,R,19930127,JPN,109,562,62.0,99.0,161.0,Taro Daniel
255,106137,R,19930305,FRA,349,130,3.0,6.0,9.0,Tristan Lamasine
256,106138,R,19930305,BLR,1816,1,3.0,4.0,7.0,Yaraslav Shyla
257,106148,R,19930323,ESP,94,692,68.0,91.0,159.0,Roberto Carballes Baena
258,106162,L,19930415,ITA,148,430,0.0,1.0,1.0,Franco Agamenone
259,106165,U,19930418,ECU,657,35,0.0,1.0,1.0,Diego Hidalgo
260,106167,R,19930421,BEL,513,63,1.0,4.0,5.0,Joris De Loore
261,106169,U,19930422,UKR,1064,9,1.0,2.0,3.0,Vladyslav Manafov
262,106174,R,19930427,CHI,250,222,8.0,6.0,14.0,Gonzalo Lama
263,106175,R,19930428,VEN,757,25,22.0,10.0,32.0,Ricardo Rodriguez
264,106177,R,19930430,ESP,287,180,1.0,1.0,2.0,Oriol Roca Batalla
265,106186,R,19930519,AUS,119,527,4.0,9.0,13.0,Jason Kubler
266,106198,R,19930616,BOL,85,733,29.0,45.0,74.0,Hugo Dellien
267,106203,R,19930629,BRA,489,72,0.0,1.0,1.0,Pedro Sakamoto
268,106210,L,19930710,CZE,76,837,137.0,164.0,301.0,Jiri Vesely
269,106214,R,19930716,GER,61,945,18.0,22.0,40.0,Oscar Otte
270,106216,R,19930719,USA,176,342,22.0,39.0,61.0,Bjorn Fratangelo
271,106218,R,19930724,USA,53,1011,43.0,51.0,94.0,Marcos Giron
272,106220,R,19930728,BUL,179,334,14.0,14.0,28.0,Dimitar Kuzmanov
273,106223,R,19930810,GEO,685,32,2.0,7.0,9.0,Aleksandre Metreveli
274,106227,R,19930815,KOR,465,81,2.0,3.0,5.0,Ji Sung Nam
275,106228,R,19930815,ARG,140,468,35.0,50.0,85.0,Juan Ignacio Londero
276,106232,R,19930830,DOM,514,63,4.0,11.0,15.0,Roberto Cid
277,106233,R,19930903,AUT,198,305,308.0,173.0,481.0,Dominic Thiem
278,106234,R,19930904,RUS,40,1128,46.0,43.0,89.0,Aslan Karatsev
279,106238,R,19930914,ESP,801,20,0.0,1.0,1.0,Andres Artunedo Martinavarro
280,106247,L,19931004,SLO,1314,4,1.0,3.0,4.0,Nik Razborsek
281,106249,R,19931005,POR,337,139,7.0,7.0,14.0,Joao Domingues
282,106250,R,19931006,MEX,728,28,3.0,7.0,10.0,Luis Patino
283,106252,R,19931018,BRA,1047,9,1.0,2.0,3.0,Joao Pedro Sorgi
284,106261,R,19931106,USA,1014,10,5.0,11.0,16.0,Dennis Novikov
285,106281,L,19940104,GBR,144,451,10.0,20.0,30.0,Liam Broady
286,106283,R,19940112,USA,151,426,5.0,15.0,20.0,Mitchell Krueger
287,106288,R,19940118,FRA,304,167,1.0,4.0,5.0,Mathias Bourgue
288,106290,R,19940130,CAN,451,88,2.0,6.0,8.0,Filip Peliwo
289,106291,R,19940201,AUS,1076,8,2.0,7.0,9.0,Luke Saville
290,106293,R,19940207,BEL,278,188,3.0,15.0,18.0,Kimmer Coppejans
291,106296,R,19940216,FRA,186,322,12.0,30.0,42.0,Gregoire Barrere
292,106298,R,19940223,FRA,162,360,140.0,128.0,268.0,Lucas Pouille
293,106302,R,19940307,AUS,566,52,1.0,2.0,3.0,Andrew Harris
294,106311,R,19940405,SRB,640,37,0.0,1.0,1.0,Marko Tepavac
295,106321,U,19940512,CHN,1089,8,0.0,1.0,1.0,Xin Gao
296,106324,R,19940520,CZE,760,24,0.0,3.0,3.0,Vaclav Safranek
297,106328,R,19940529,USA,263,208,5.0,8.0,13.0,Christian Harrison
298,106329,L,19940531,BRA,99,641,65.0,88.0,153.0,Thiago Monteiro
299,106331,R,19940603,AUS,116,531,8.0,20.0,28.0,Christopher Oconnell
300,106333,R,19940604,BEL,1107,7,0.0,1.0,1.0,Julien Cagnina
301,106342,R,19940629,LAT,893,15,4.0,9.0,13.0,Martins Podzus
302,106348,R,19940807,RUS,272,199,0.0,1.0,1.0,Evgeny Karlovskiy
303,106353,R,19940903,SRB,356,126,3.0,4.0,7.0,Pedja Krstin
304,106361,R,19941008,CZE,823,19,6.0,9.0,15.0,Adam Pavlasek
305,106362,R,19941018,FRA,286,180,0.0,5.0,5.0,Laurent Lokoli
306,106368,R,19941108,IND,175,343,22.0,32.0,54.0,Ramkumar Ramanathan
307,106378,R,19950108,GBR,340,136,118.0,116.0,234.0,Kyle Edmund
308,106388,R,19950214,HKG,1643,2,0.0,2.0,2.0,Pak Long Yeung
309,106390,R,19950228,ITA,749,25,1.0,1.0,2.0,Matteo Donati
310,106391,R,19950306,SUI,1265,4,0.0,2.0,2.0,Adrian Bodmer
311,106393,L,19950318,POR,251,222,5.0,8.0,13.0,Frederico Ferreira Silva
312,106396,R,19950402,TPE,1211,5,0.0,1.0,1.0,Cheng Yu Yu
313,106397,R,19950408,THA,1372,4,12.0,10.0,22.0,Wishaya Trongcharoenchaikul
314,106398,R,19950412,ARG,142,461,4.0,5.0,9.0,Pedro Cachin
315,106401,R,19950427,AUS,78,803,180.0,105.0,285.0,Nick Kyrgios
316,106408,R,19950703,ESP,240,232,4.0,6.0,10.0,Mario Vilella Martinez
317,106410,U,19950722,PER,648,36,3.0,2.0,5.0,Jorge Brian Panta Herreros
318,106412,U,19950811,MEX,1422,3,3.0,13.0,16.0,Lucas Gomez
319,106415,L,19950927,JPN,102,619,80.0,103.0,183.0,Yoshihito Nishioka
320,106420,L,19960201,ITA,944,12,1.0,4.0,5.0,Gianluigi Quinzi
321,106421,R,19960211,RUS,2,8160,241.0,105.0,346.0,Daniil Medvedev
322,106423,R,19960410,AUS,86,728,43.0,56.0,99.0,Thanasi Kokkinakis
323,106426,R,19960530,CHI,33,1258,94.0,83.0,177.0,Cristian Garin
324,106432,R,19961114,CRO,244,228,171.0,151.0,322.0,Borna Coric
325,108772,R,19940614,LTU,1453,3,0.0,4.0,4.0,Julius Tverijonas
326,109054,R,19941106,GER,236,239,1.0,5.0,6.0,Daniel Masur
327,109303,R,19950411,ITA,531,60,1.0,2.0,3.0,Stefano Napolitano
328,109640,L,19931008,ITA,631,39,0.0,1.0,1.0,Andrea Basso
329,109699,R,19930217,GER,299,169,0.0,2.0,2.0,Julian Lenz
330,109737,R,19940518,GRE,899,15,1.0,1.0,2.0,Markos Kalovelonis
331,109739,L,19950615,GER,208,288,25.0,54.0,79.0,Maximilian Marterer
332,110536,U,19910228,USA,734,26,1.0,6.0,7.0,Kevin King
333,110602,R,19930828,AUT,154,417,25.0,48.0,73.0,Dennis Novak
334,110686,R,19900927,NZL,1816,1,1.0,4.0,5.0,Finn Tearney
335,110748,R,19950619,SRB,164,358,6.0,8.0,14.0,Nikola Milojevic
336,110754,R,19940623,ESP,1504,2,0.0,1.0,1.0,David Vega Hernandez
337,110778,R,19961217,BRA,372,116,0.0,3.0,3.0,Joao Menezes
338,111153,R,19960505,USA,156,408,6.0,19.0,25.0,Christopher Eubanks
339,111187,R,19940823,JPN,267,205,1.0,0.0,1.0,Kaichi Uchida
340,111190,R,19961016,CHN,266,206,6.0,9.0,15.0,Zhizhen Zhang
341,111192,R,19960621,AUT,291,177,0.0,3.0,3.0,Lucas Miedler
342,111197,R,19950408,SWE,462,83,1.0,1.0,2.0,Jonathan Mridha
343,111200,R,19960410,SWE,132,485,29.0,54.0,83.0,Elias Ymer
344,111202,R,19960519,KOR,495,71,84.0,69.0,153.0,Hyeon Chung
345,111442,R,19940420,AUS,74,848,82.0,106.0,188.0,Jordan Thompson
346,111453,R,19940508,DEN,360,124,5.0,7.0,12.0,Mikael Torpegaard
347,111454,R,19960527,AUS,309,162,0.0,2.0,2.0,Li Tu
348,111456,R,19950416,USA,51,1021,53.0,69.0,122.0,Mackenzie Mcdonald
349,111459,R,19940107,IND,533,59,0.0,4.0,4.0,Arjun Kadhe
350,111460,R,19961026,FRA,88,723,7.0,26.0,33.0,Quentin Halys
351,111505,R,19950301,FRA,190,318,1.0,3.0,4.0,Enzo Couacaud
352,111506,R,19950608,FRA,707,29,0.0,3.0,3.0,Maxime Hamou
353,111511,R,19960221,USA,499,70,8.0,21.0,29.0,Noah Rubin
354,111513,R,19950602,SRB,54,991,87.0,94.0,181.0,Laslo Djere
355,111515,R,19950213,USA,417,97,0.0,6.0,6.0,Thai Son Kwiatkowski
356,111574,R,19950628,USA,368,119,0.0,4.0,4.0,Jc Aragone
357,111575,R,19960521,RUS,23,1755,191.0,150.0,341.0,Karen Khachanov
358,111576,R,19970816,IND,359,124,4.0,17.0,21.0,Sumit Nagal
359,111578,R,19980201,USA,111,551,9.0,21.0,30.0,Stefan Kozlov
360,111581,R,19980110,USA,180,330,11.0,26.0,37.0,Michael Mmoh
361,111761,R,19930304,ZIM,448,89,8.0,3.0,11.0,Benjamin Lock
362,111781,L,19940629,LAT,1926,1,0.0,6.0,6.0,Janis Podzus
363,111790,R,19950704,CAN,283,186,4.0,19.0,23.0,Brayden Schnur
364,111794,R,19960113,POL,81,774,24.0,33.0,57.0,Kamil Majchrzak
365,111795,R,19960110,ITA,492,72,0.0,3.0,3.0,Filippo Baldi
366,111797,R,19951011,CHI,135,481,54.0,62.0,116.0,Nicolas Jarry
367,111805,R,19970630,KOR,580,48,2.0,3.0,5.0,Seong Chan Hong
368,111815,L,19950823,GBR,11,3500,129.0,98.0,227.0,Cameron Norrie
369,117353,R,19980529,KOR,506,67,1.0,2.0,3.0,Duck Hee Lee
370,117356,R,19950821,TUR,222,262,7.0,25.0,32.0,Cem Ilkel
371,117357,L,19970518,AUS,472,79,1.0,3.0,4.0,Omar Jasika
372,117358,R,19960124,AUS,843,17,1.0,1.0,2.0,Harry Bourchier
373,117360,R,19970502,AUS,252,220,5.0,14.0,19.0,Marc Polmans
374,117361,R,19970522,AUS,392,110,2.0,7.0,9.0,Akira Santillan
375,117365,R,19960408,CYP,653,35,3.0,8.0,11.0,Petros Chrysochos
376,120424,R,19891028,GER,784,22,9.0,17.0,26.0,Yannick Maden
377,121366,U,19940408,KUW,1816,1,0.0,1.0,1.0,Abdulhamid Mubarak
378,121411,R,19930110,TUN,445,90,0.0,1.0,1.0,Moez Echargui
379,121531,L,19920620,GER,125,507,1.0,2.0,3.0,Mats Moraing
380,121896,U,19910630,HUN,1539,2,1.0,4.0,5.0,Gabor Borsos
381,121971,R,19920706,PER,1926,1,0.0,1.0,1.0,Duilio Vallebuona
382,122078,R,19961024,KAZ,184,324,4.0,5.0,9.0,Dmitry Popko
383,122109,U,19940729,UZB,675,33,2.0,13.0,15.0,Sanjar Fayziev
384,122298,R,19951004,NED,29,1408,35.0,24.0,59.0,Botic Van De Zandschulp
385,122321,R,19940419,UKR,1067,9,1.0,0.0,1.0,Marat Deviatiarov
386,122330,R,19970617,KAZ,42,1108,83.0,83.0,166.0,Alexander Bublik
387,122471,U,19940202,UKR,706,29,0.0,1.0,1.0,Danylo Kalenichenko
388,122533,R,19970225,VIE,477,77,3.0,3.0,6.0,Nam Hoang Ly
389,122548,U,19970319,ISR,542,58,4.0,6.0,10.0,Edan Leshem
390,122635,L,19920831,PER,1265,4,0.0,1.0,1.0,Alexander Merino
391,122669,R,19951006,PER,115,532,12.0,16.0,28.0,Juan Pablo Varillas
392,123755,R,19960618,COL,108,575,26.0,28.0,54.0,Daniel Elahi Galan
393,123768,R,19951207,USA,955,12,0.0,2.0,2.0,Collin Altamirano
394,123795,U,19960907,TUR,189,321,10.0,7.0,17.0,Altug Celikbilek
395,123828,R,19960610,GER,550,55,0.0,1.0,1.0,Jan Choinski
396,123915,R,19970409,LAT,1926,1,0.0,2.0,2.0,Arturs Lazdins
397,123921,R,19950128,FRA,326,153,2.0,8.0,10.0,Calvin Hemery
398,123961,U,19970916,BOL,434,92,1.0,1.0,2.0,Murkel Alejandro Dellien Velasco
399,123983,U,19941024,BIH,276,190,2.0,4.0,6.0,Nerman Fatic
400,124013,R,19970311,USA,909,14,0.0,1.0,1.0,Eduardo Nava
401,124014,R,19960704,USA,138,472,20.0,34.0,54.0,Ernesto Escobedo
402,124079,R,19970426,ESP,45,1048,39.0,44.0,83.0,Pedro Martinez
403,124116,R,19960512,AUT,210,286,10.0,13.0,23.0,Sebastian Ofner
404,124126,R,19970612,TUR,1263,5,1.0,0.0,1.0,Sarp Agabigun
405,124154,R,19970114,IND,430,93,0.0,1.0,1.0,Sasi Kumar Mukund
406,124186,R,19970201,FRA,224,261,1.0,5.0,6.0,Alexandre Muller
407,124187,R,19970828,USA,18,2145,87.0,79.0,166.0,Reilly Opelka
408,125572,R,19950616,HAI,1480,3,0.0,4.0,4.0,Hillel Rousseau
409,125802,R,19940224,BLR,49,1035,65.0,62.0,127.0,Ilya Ivashka
410,125842,R,19950426,SUI,891,15,1.0,1.0,2.0,Adam Moundir
411,126094,R,19971020,RUS,8,4260,215.0,120.0,335.0,Andrey Rublev
412,126102,R,19971115,ROU,583,48,0.0,1.0,1.0,Nicolae Frunza
413,126107,R,19950117,BEL,285,183,1.0,0.0,1.0,Michael Geerts
414,126120,U,19961213,CRO,183,325,2.0,7.0,9.0,Nino Serdarusic
415,126125,R,19961018,FRA,288,179,0.0,5.0,5.0,Maxime Janvier
416,126127,R,19960609,FRA,58,971,14.0,21.0,35.0,Benjamin Bonzi
417,126128,R,19970807,RUS,143,456,9.0,11.0,20.0,Roman Safiullin
418,126149,R,19941201,ITA,122,515,24.0,35.0,59.0,Gianluca Mager
419,126152,U,19940415,USA,1134,7,0.0,1.0,1.0,Ryan Shane
420,126156,R,19951104,FRA,241,231,6.0,13.0,19.0,Antoine Hoang
421,126185,R,19970408,RUS,416,98,0.0,2.0,2.0,Evgenii Tiurnev
422,126190,R,19960608,PER,369,118,7.0,3.0,10.0,Nicolas Alvarez
423,126197,R,19980208,BRA,314,159,1.0,1.0,2.0,Orlando Luz
424,126203,R,19971028,USA,14,2920,152.0,130.0,282.0,Taylor Fritz
425,126204,U,19950512,MEX,654,35,5.0,7.0,12.0,Gerardo Lopez Villasenor
426,126205,R,19970517,USA,39,1138,67.0,64.0,131.0,Tommy Paul
427,126207,R,19980120,USA,27,1621,114.0,128.0,242.0,Frances Tiafoe
428,126208,R,19971017,JPN,686,32,0.0,1.0,1.0,Yusuke Takahashi
429,126209,,19960305,DOM,576,50,1.0,1.0,2.0,Peter Bertran
430,126214,L,19970602,CHI,82,763,17.0,16.0,33.0,Alejandro Tabilo
431,126237,R,19980213,ITA,169,353,1.0,3.0,4.0,Gian Marco Moroni
432,126239,R,19950723,FRA,60,946,29.0,29.0,58.0,Arthur Rinderknech
433,126328,R,19960629,BUL,904,15,0.0,1.0,1.0,Gabriel Donev
434,126340,R,19970319,NOR,332,148,6.0,17.0,23.0,Viktor Durasovic
435,126409,R,19960323,FRA,150,429,1.0,3.0,4.0,Hugo Grenier
436,126502,U,19951024,ESP,1687,2,1.0,0.0,1.0,Luis Diego Chavez Villalpando
437,126504,R,19970323,ITA,187,322,1.0,1.0,2.0,Andrea Pellegrino
438,126523,R,19970112,ESP,97,671,12.0,21.0,33.0,Bernabe Zapata Miralles
